Date,Ride,Average Wait Time (mins),Max Wait Time (mins)
2017-01-06,The Looney Tunes Lodge,10.0,15.0
2017-01-06,Tweety’s Escape,10.0,15.0
2017-01-06,Whistlestop Train,10.0,15.0
2017-01-06,Yosemite Sam’s Flight School,10.0,15.0
2017-01-06,Magic Flyer,10.0,10.0
2017-01-06,THE FLASH Speed Force,10.0,10.0
2017-01-06,WONDER WOMAN Lasso of Truth,10.0,10.0
2017-01-06,Viper,8.0,10.0
2017-01-06,Cyclone 500,,
2017-01-06,Dive Devil,,
2017-01-06,SlingShot,,
2017-01-06,Apocalypse,,
2017-01-06,GREEN LANTERN: First Flight,,
2017-01-06,Justice League: Battle for Metropolis,,
2017-01-06,Roaring Rapids,,
2017-01-06,Tidal Wave,,
2017-01-07,X2,35.0,35.0
2017-01-07,Tatsu,25.0,25.0
2017-01-07,LEX LUTHOR: Drop of Doom,20.0,20.0
2017-01-07,Ninja,20.0,20.0
2017-01-07,The New Revolution – Classic,15.0,15.0
2017-01-07,BATMAN The Ride,10.0,10.0
2017-01-07,Goliath,10.0,10.0
2017-01-07,Sandblasters,10.0,10.0
2017-01-07,Scrambler,10.0,10.0
2017-01-07,THE RIDDLER’S Revenge,10.0,10.0
2017-01-07,Twisted Colossus,10.0,10.0
2017-01-07,Viper,10.0,10.0
2017-01-07,Buccaneer,5.0,5.0
2017-01-07,Canyon Blaster,5.0,5.0
2017-01-07,Daffy’s Adventure Tours,5.0,5.0
2017-01-07,Elmer's Weather Balloons,5.0,5.0
2017-01-07,Gold Rusher,5.0,5.0
2017-01-07,Grand American Carousel,5.0,5.0
2017-01-07,Jet Stream,5.0,5.0
2017-01-07,Magic Flyer,5.0,5.0
2017-01-07,Merrie Melodies Carousel,5.0,5.0
2017-01-07,Pepe LePew’s Tea Party,5.0,5.0
2017-01-07,Road Runner Express,5.0,5.0
2017-01-07,Scream,5.0,5.0
2017-01-07,Speedy Gonzales Hot Rod Racers,5.0,5.0
2017-01-07,Swashbuckler,5.0,5.0
2017-01-07,Sylvester’s Pounce and Bounce,5.0,5.0
2017-01-07,THE FLASH Speed Force,5.0,5.0
2017-01-07,Taz’s Trucking Co.,5.0,5.0
2017-01-07,The Looney Tunes Lodge,5.0,5.0
2017-01-07,Tweety’s Escape,5.0,5.0
2017-01-07,WONDER WOMAN Lasso of Truth,5.0,5.0
2017-01-07,Whistlestop Train,5.0,5.0
2017-01-07,Yosemite Sam’s Flight School,5.0,5.0
2017-01-07,Cyclone 500,,
2017-01-07,Dive Devil,,
2017-01-07,SlingShot,,
2017-01-07,Full Throttle,,
2017-01-07,Apocalypse,,
2017-01-07,GREEN LANTERN: First Flight,,
2017-01-07,Justice League: Battle for Metropolis,,
2017-01-07,Roaring Rapids,,
2017-01-07,SUPERMAN: Escape from Krypton,,
2017-01-07,Tidal Wave,,
2017-01-08,Tatsu,74.0,100.0
2017-01-08,Twisted Colossus,55.0,55.0
2017-01-08,X2,35.0,35.0
2017-01-08,Full Throttle,34.0,35.0
2017-01-08,Goliath,25.0,35.0
2017-01-08,LEX LUTHOR: Drop of Doom,22.0,35.0
2017-01-08,BATMAN The Ride,21.0,35.0
2017-01-08,THE RIDDLER’S Revenge,19.0,30.0
2017-01-08,The New Revolution – Classic,19.0,25.0
2017-01-08,Jet Stream,15.0,20.0
2017-01-08,Canyon Blaster,15.0,15.0
2017-01-08,Sandblasters,15.0,15.0
2017-01-08,Ninja,13.0,20.0
2017-01-08,Road Runner Express,13.0,15.0
2017-01-08,Speedy Gonzales Hot Rod Racers,13.0,15.0
2017-01-08,Buccaneer,10.0,10.0
2017-01-08,Scrambler,10.0,10.0
2017-01-08,Swashbuckler,10.0,10.0
2017-01-08,THE FLASH Speed Force,10.0,10.0
2017-01-08,Viper,10.0,10.0
2017-01-08,WONDER WOMAN Lasso of Truth,10.0,10.0
2017-01-08,Gold Rusher,8.0,10.0
2017-01-08,Scream,6.0,15.0
2017-01-08,Daffy’s Adventure Tours,5.0,5.0
2017-01-08,Elmer's Weather Balloons,5.0,5.0
2017-01-08,Grand American Carousel,5.0,5.0
2017-01-08,Magic Flyer,5.0,5.0
2017-01-08,Merrie Melodies Carousel,5.0,5.0
2017-01-08,Pepe LePew’s Tea Party,5.0,5.0
2017-01-08,Sylvester’s Pounce and Bounce,5.0,5.0
2017-01-08,Taz’s Trucking Co.,5.0,5.0
2017-01-08,The Looney Tunes Lodge,5.0,5.0
2017-01-08,Tweety’s Escape,5.0,5.0
2017-01-08,Whistlestop Train,5.0,5.0
2017-01-08,Yosemite Sam’s Flight School,5.0,5.0
2017-01-08,Cyclone 500,,
2017-01-08,Dive Devil,,
2017-01-08,SlingShot,,
2017-01-08,Apocalypse,,
2017-01-08,GREEN LANTERN: First Flight,,
2017-01-08,Justice League: Battle for Metropolis,,
2017-01-08,Roaring Rapids,,
2017-01-08,SUPERMAN: Escape from Krypton,,
2017-01-08,Tidal Wave,,
2017-01-14,SUPERMAN: Escape from Krypton,68.0,100.0
2017-01-14,Ninja,60.0,70.0
2017-01-14,GREEN LANTERN: First Flight,49.0,100.0
2017-01-14,Full Throttle,47.0,55.0
2017-01-14,Twisted Colossus,46.0,70.0
2017-01-14,Goliath,46.0,55.0
2017-01-14,BATMAN The Ride,42.0,70.0
2017-01-14,The New Revolution – Classic,37.0,55.0
2017-01-14,LEX LUTHOR: Drop of Doom,35.0,35.0
2017-01-14,Scream,22.0,35.0
2017-01-14,Viper,15.0,35.0
2017-01-14,THE FLASH Speed Force,15.0,20.0
2017-01-14,Road Runner Express,13.0,15.0
2017-01-14,Speedy Gonzales Hot Rod Racers,12.0,15.0
2017-01-14,Sandblasters,11.0,15.0
2017-01-14,Scrambler,11.0,15.0
2017-01-14,Buccaneer,11.0,15.0
2017-01-14,Swashbuckler,11.0,15.0
