Date,Ride,Average Wait Time (mins),Max Wait Time (mins)
2017-08-25,Mater's Jingle Jamboree,12.0,25.0
2017-08-25,Grizzly River Run,10.0,40.0
2017-08-25,Flik's Flyers,7.0,15.0
2017-08-25,Silly Symphony Swings,6.0,15.0
2017-08-25,Tuck and Roll's Drive 'Em Buggies,5.0,10.0
2017-08-25,The Little Mermaid - Ariel's Undersea Adventure,5.0,10.0
2017-08-25,Francis' Ladybug Boogie,5.0,5.0
2017-08-25,Golden Zephyr,5.0,5.0
2017-08-25,Heimlich's Chew Chew Train,5.0,5.0
2017-08-25,It's Tough to be a Bug!,5.0,5.0
2017-08-25,Jessie's Critter Carousel,5.0,5.0
2017-08-25,Jumpin' Jellyfish,5.0,5.0
2017-08-25,Turtle Talk with Crush,5.0,5.0
2017-08-25,Games of Pixar Pier,,
2017-08-25,Hero Action Center,,
2017-08-25,Princess Dot Puddle Park,,
2017-08-25,Summer of Heroes Showcase,,
2017-08-25,World of Color,,
2017-08-25,Sorcerer's Workshop,,
2017-08-25,Animation Academy,,
2017-08-25,The Bakery Tour,,
2017-08-25,Redwood Creek Challenge Trail,,
2017-08-25,"Disney ""Moana” Sneak Peek",,
2017-08-25,Frozen at Disneyland Resort,,
2017-08-25,Red Car Trolley - Carthay Circle,,
2017-08-25,Red Car Trolley - Hollywood Land,,
2017-08-25,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-08-25,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-08-25,Goofy's Sky School,,
2017-08-25,Guardians of the Galaxy – Monsters After Dark,,
2017-08-25,Mater's Graveyard Jam-BOO-ree,,
2017-08-25,Twisted Tales Décor,,
2017-08-25,“Thor: Ragnarok” Sneak Peek,,
2017-08-26,Soarin' Around the World,75.0,120.0
2017-08-26,Radiator Springs Racers,68.0,90.0
2017-08-26,Toy Story Midway Mania!,56.0,110.0
2017-08-26,Guardians of the Galaxy - Mission: BREAKOUT!,55.0,90.0
2017-08-26,Grizzly River Run,38.0,105.0
2017-08-26,Incredicoaster,23.0,45.0
2017-08-26,Pixar Pal-A-Round - Swinging,20.0,45.0
2017-08-26,Red Car Trolley,15.0,15.0
2017-08-26,Luigi's Honkin' Haul-O-Ween,11.0,20.0
2017-08-26,"Monsters, Inc. Mike & Sulley to the Rescue!",11.0,25.0
2017-08-26,Mater's Jingle Jamboree,11.0,25.0
2017-08-26,Silly Symphony Swings,7.0,15.0
2017-08-26,Flik's Flyers,7.0,15.0
2017-08-26,Jumpin' Jellyfish,6.0,10.0
2017-08-26,The Little Mermaid - Ariel's Undersea Adventure,6.0,15.0
2017-08-26,Tuck and Roll's Drive 'Em Buggies,5.0,15.0
2017-08-26,Francis' Ladybug Boogie,5.0,5.0
2017-08-26,Golden Zephyr,5.0,5.0
2017-08-26,Heimlich's Chew Chew Train,5.0,5.0
2017-08-26,It's Tough to be a Bug!,5.0,5.0
2017-08-26,Jessie's Critter Carousel,5.0,5.0
2017-08-26,Turtle Talk with Crush,5.0,5.0
2017-08-26,Games of Pixar Pier,,
2017-08-26,Princess Dot Puddle Park,,
2017-08-26,Sorcerer's Workshop,,
2017-08-26,Summer of Heroes Showcase,,
2017-08-26,World of Color,,
2017-08-26,Animation Academy,,
2017-08-26,The Bakery Tour,,
2017-08-26,Hero Action Center,,
2017-08-26,Redwood Creek Challenge Trail,,
2017-08-26,"Disney ""Moana” Sneak Peek",,
2017-08-26,Frozen at Disneyland Resort,,
2017-08-26,Red Car Trolley - Carthay Circle,,
2017-08-26,Red Car Trolley - Hollywood Land,,
2017-08-26,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-08-26,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-08-26,Goofy's Sky School,,
2017-08-26,Guardians of the Galaxy – Monsters After Dark,,
2017-08-26,Mater's Graveyard Jam-BOO-ree,,
2017-08-26,Twisted Tales Décor,,
2017-08-26,“Thor: Ragnarok” Sneak Peek,,
2017-08-27,Soarin' Around the World,68.0,105.0
2017-08-27,Guardians of the Galaxy - Mission: BREAKOUT!,67.0,120.0
2017-08-27,Radiator Springs Racers,58.0,75.0
2017-08-27,Toy Story Midway Mania!,49.0,90.0
2017-08-27,Grizzly River Run,41.0,75.0
2017-08-27,Pixar Pal-A-Round - Swinging,17.0,30.0
2017-08-27,Red Car Trolley,15.0,15.0
2017-08-27,Incredicoaster,13.0,25.0
2017-08-27,Luigi's Honkin' Haul-O-Ween,12.0,30.0
2017-08-27,"Monsters, Inc. Mike & Sulley to the Rescue!",11.0,25.0
2017-08-27,Mater's Jingle Jamboree,11.0,25.0
2017-08-27,The Little Mermaid - Ariel's Undersea Adventure,9.0,15.0
2017-08-27,Tuck and Roll's Drive 'Em Buggies,6.0,15.0
2017-08-27,Flik's Flyers,6.0,10.0
2017-08-27,Francis' Ladybug Boogie,5.0,5.0
2017-08-27,Golden Zephyr,5.0,5.0
2017-08-27,Heimlich's Chew Chew Train,5.0,5.0
2017-08-27,It's Tough to be a Bug!,5.0,5.0
2017-08-27,Jessie's Critter Carousel,5.0,5.0
2017-08-27,Jumpin' Jellyfish,5.0,5.0
2017-08-27,Silly Symphony Swings,5.0,5.0
2017-08-27,Turtle Talk with Crush,5.0,5.0
2017-08-27,Games of Pixar Pier,,
2017-08-27,Hero Action Center,,
2017-08-27,Princess Dot Puddle Park,,
2017-08-27,Summer of Heroes Showcase,,
2017-08-27,World of Color,,
2017-08-27,Sorcerer's Workshop,,
2017-08-27,Animation Academy,,
2017-08-27,The Bakery Tour,,
2017-08-27,Redwood Creek Challenge Trail,,
2017-08-27,"Disney ""Moana” Sneak Peek",,
2017-08-27,Frozen at Disneyland Resort,,
2017-08-27,Red Car Trolley - Carthay Circle,,
2017-08-27,Red Car Trolley - Hollywood Land,,
2017-08-27,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-08-27,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-08-27,Goofy's Sky School,,
2017-08-27,Guardians of the Galaxy – Monsters After Dark,,
2017-08-27,Mater's Graveyard Jam-BOO-ree,,
2017-08-27,Twisted Tales Décor,,
2017-08-27,“Thor: Ragnarok” Sneak Peek,,
2017-08-28,Soarin' Around the World,78.0,105.0
2017-08-28,Radiator Springs Racers,58.0,75.0
2017-08-28,Toy Story Midway Mania!,52.0,120.0
2017-08-28,Guardians of the Galaxy - Mission: BREAKOUT!,52.0,90.0
2017-08-28,Grizzly River Run,32.0,50.0
2017-08-28,Pixar Pal-A-Round - Swinging,16.0,30.0
2017-08-28,Red Car Trolley,15.0,15.0
2017-08-28,"Monsters, Inc. Mike & Sulley to the Rescue!",10.0,20.0
2017-08-28,Tuck and Roll's Drive 'Em Buggies,10.0,15.0
2017-08-28,Incredicoaster,8.0,25.0
2017-08-28,Mater's Jingle Jamboree,7.0,15.0
2017-08-28,Luigi's Honkin' Haul-O-Ween,7.0,15.0
2017-08-28,The Little Mermaid - Ariel's Undersea Adventure,5.0,10.0
2017-08-28,Francis' Ladybug Boogie,5.0,5.0
2017-08-28,Golden Zephyr,5.0,5.0
2017-08-28,Heimlich's Chew Chew Train,5.0,5.0
2017-08-28,It's Tough to be a Bug!,5.0,5.0
2017-08-28,Jessie's Critter Carousel,5.0,5.0
2017-08-28,Jumpin' Jellyfish,5.0,5.0
2017-08-28,Silly Symphony Swings,5.0,5.0
2017-08-28,Turtle Talk with Crush,5.0,5.0
2017-08-28,World of Color,,
2017-08-28,Animation Academy,,
2017-08-28,Games of Pixar Pier,,
2017-08-28,Hero Action Center,,
2017-08-28,Princess Dot Puddle Park,,
2017-08-28,Sorcerer's Workshop,,
2017-08-28,Summer of Heroes Showcase,,
2017-08-28,The Bakery Tour,,
2017-08-28,Flik's Flyers,,
2017-08-28,Redwood Creek Challenge Trail,,
2017-08-28,"Disney ""Moana” Sneak Peek",,
2017-08-28,Frozen at Disneyland Resort,,
2017-08-28,Red Car Trolley - Carthay Circle,,
2017-08-28,Red Car Trolley - Hollywood Land,,
2017-08-28,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-08-28,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-08-28,Goofy's Sky School,,
2017-08-28,Guardians of the Galaxy – Monsters After Dark,,
2017-08-28,Mater's Graveyard Jam-BOO-ree,,
2017-08-28,Twisted Tales Décor,,
2017-08-28,“Thor: Ragnarok” Sneak Peek,,
2017-08-29,Soarin' Around the World,57.0,75.0
2017-08-29,Radiator Springs Racers,53.0,75.0
2017-08-29,Guardians of the Galaxy - Mission: BREAKOUT!,45.0,120.0
2017-08-29,Toy Story Midway Mania!,40.0,60.0
2017-08-29,Grizzly River Run,30.0,50.0
2017-08-29,Red Car Trolley,15.0,15.0
2017-08-29,Pixar Pal-A-Round - Swinging,13.0,20.0
2017-08-29,Mater's Jingle Jamboree,8.0,15.0
2017-08-29,Tuck and Roll's Drive 'Em Buggies,7.0,15.0
2017-08-29,Incredicoaster,6.0,15.0
2017-08-29,"Monsters, Inc. Mike & Sulley to the Rescue!",6.0,10.0
2017-08-29,Jumpin' Jellyfish,5.0,10.0
2017-08-29,Luigi's Honkin' Haul-O-Ween,5.0,10.0
2017-08-29,Flik's Flyers,5.0,5.0
2017-08-29,Francis' Ladybug Boogie,5.0,5.0
2017-08-29,Golden Zephyr,5.0,5.0
2017-08-29,Heimlich's Chew Chew Train,5.0,5.0
2017-08-29,It's Tough to be a Bug!,5.0,5.0
2017-08-29,Jessie's Critter Carousel,5.0,5.0
2017-08-29,Silly Symphony Swings,5.0,5.0
2017-08-29,The Little Mermaid - Ariel's Undersea Adventure,5.0,5.0
2017-08-29,Turtle Talk with Crush,5.0,5.0
2017-08-29,World of Color,,
2017-08-29,Animation Academy,,
2017-08-29,Games of Pixar Pier,,
2017-08-29,Hero Action Center,,
2017-08-29,Princess Dot Puddle Park,,
2017-08-29,Sorcerer's Workshop,,
2017-08-29,Summer of Heroes Showcase,,
2017-08-29,The Bakery Tour,,
2017-08-29,Redwood Creek Challenge Trail,,
2017-08-29,"Disney ""Moana” Sneak Peek",,
2017-08-29,Frozen at Disneyland Resort,,
2017-08-29,Red Car Trolley - Carthay Circle,,
2017-08-29,Red Car Trolley - Hollywood Land,,
2017-08-29,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-08-29,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-08-29,Goofy's Sky School,,
2017-08-29,Guardians of the Galaxy – Monsters After Dark,,
2017-08-29,Mater's Graveyard Jam-BOO-ree,,
2017-08-29,Twisted Tales Décor,,
2017-08-29,“Thor: Ragnarok” Sneak Peek,,
2017-08-30,Soarin' Around the World,53.0,75.0
2017-08-30,Radiator Springs Racers,46.0,90.0
2017-08-30,Guardians of the Galaxy - Mission: BREAKOUT!,46.0,110.0
2017-08-30,Toy Story Midway Mania!,37.0,45.0
2017-08-30,Grizzly River Run,27.0,45.0
2017-08-30,Red Car Trolley,15.0,15.0
2017-08-30,Pixar Pal-A-Round - Swinging,10.0,15.0
2017-08-30,Incredicoaster,8.0,15.0
2017-08-30,Luigi's Honkin' Haul-O-Ween,7.0,15.0
2017-08-30,Mater's Jingle Jamboree,6.0,10.0
2017-08-30,"Monsters, Inc. Mike & Sulley to the Rescue!",5.0,15.0
2017-08-30,Flik's Flyers,5.0,5.0
2017-08-30,Francis' Ladybug Boogie,5.0,5.0
2017-08-30,Golden Zephyr,5.0,5.0
2017-08-30,Heimlich's Chew Chew Train,5.0,5.0
2017-08-30,It's Tough to be a Bug!,5.0,5.0
2017-08-30,Jessie's Critter Carousel,5.0,5.0
2017-08-30,Jumpin' Jellyfish,5.0,5.0
2017-08-30,Silly Symphony Swings,5.0,5.0
2017-08-30,The Little Mermaid - Ariel's Undersea Adventure,5.0,5.0
2017-08-30,Tuck and Roll's Drive 'Em Buggies,5.0,5.0
2017-08-30,Turtle Talk with Crush,5.0,5.0
2017-08-30,Games of Pixar Pier,,
2017-08-30,Hero Action Center,,
2017-08-30,Princess Dot Puddle Park,,
2017-08-30,Summer of Heroes Showcase,,
2017-08-30,The Bakery Tour,,
2017-08-30,World of Color,,
2017-08-30,Animation Academy,,
2017-08-30,Sorcerer's Workshop,,
2017-08-30,Redwood Creek Challenge Trail,,
2017-08-30,"Disney ""Moana” Sneak Peek",,
2017-08-30,Frozen at Disneyland Resort,,
2017-08-30,Red Car Trolley - Carthay Circle,,
2017-08-30,Red Car Trolley - Hollywood Land,,
2017-08-30,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-08-30,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-08-30,Goofy's Sky School,,
2017-08-30,Guardians of the Galaxy – Monsters After Dark,,
2017-08-30,Mater's Graveyard Jam-BOO-ree,,
2017-08-30,Twisted Tales Décor,,
2017-08-30,“Thor: Ragnarok” Sneak Peek,,
2017-08-31,Guardians of the Galaxy – Monsters After Dark,60.0,60.0
2017-08-31,Soarin' Around the World,51.0,85.0
2017-08-31,Guardians of the Galaxy - Mission: BREAKOUT!,49.0,85.0
2017-08-31,Radiator Springs Racers,39.0,60.0
2017-08-31,Toy Story Midway Mania!,32.0,60.0
2017-08-31,Grizzly River Run,19.0,30.0
2017-08-31,Red Car Trolley,15.0,15.0
2017-08-31,Pixar Pal-A-Round - Swinging,12.0,20.0
2017-08-31,It's Tough to be a Bug!,10.0,15.0
2017-08-31,Incredicoaster,9.0,25.0
2017-08-31,Tuck and Roll's Drive 'Em Buggies,6.0,10.0
2017-08-31,Mater's Jingle Jamboree,5.0,10.0
2017-08-31,Flik's Flyers,5.0,5.0
2017-08-31,Francis' Ladybug Boogie,5.0,5.0
2017-08-31,Golden Zephyr,5.0,5.0
2017-08-31,Heimlich's Chew Chew Train,5.0,5.0
2017-08-31,Jessie's Critter Carousel,5.0,5.0
2017-08-31,Jumpin' Jellyfish,5.0,5.0
2017-08-31,Luigi's Honkin' Haul-O-Ween,5.0,5.0
2017-08-31,"Monsters, Inc. Mike & Sulley to the Rescue!",5.0,5.0
2017-08-31,Silly Symphony Swings,5.0,5.0
2017-08-31,The Little Mermaid - Ariel's Undersea Adventure,5.0,5.0
2017-08-31,Turtle Talk with Crush,5.0,5.0
2017-08-31,Animation Academy,,
2017-08-31,Games of Pixar Pier,,
2017-08-31,Hero Action Center,,
2017-08-31,Princess Dot Puddle Park,,
2017-08-31,Sorcerer's Workshop,,
2017-08-31,Summer of Heroes Showcase,,
2017-08-31,The Bakery Tour,,
2017-08-31,World of Color,,
2017-08-31,Redwood Creek Challenge Trail,,
2017-08-31,"Disney ""Moana” Sneak Peek",,
2017-08-31,Frozen at Disneyland Resort,,
2017-08-31,Red Car Trolley - Carthay Circle,,
2017-08-31,Red Car Trolley - Hollywood Land,,
2017-08-31,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-08-31,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-08-31,Goofy's Sky School,,
2017-08-31,Mater's Graveyard Jam-BOO-ree,,
2017-08-31,Twisted Tales Décor,,
2017-08-31,“Thor: Ragnarok” Sneak Peek,,
2017-09-01,Guardians of the Galaxy - Mission: BREAKOUT!,57.0,95.0
2017-09-01,Radiator Springs Racers,47.0,80.0
2017-09-01,Soarin' Around the World,46.0,85.0
2017-09-01,Toy Story Midway Mania!,42.0,80.0
2017-09-01,Grizzly River Run,31.0,60.0
2017-09-01,Red Car Trolley,15.0,15.0
2017-09-01,Incredicoaster,10.0,25.0
2017-09-01,Pixar Pal-A-Round - Swinging,8.0,20.0
2017-09-01,"Monsters, Inc. Mike & Sulley to the Rescue!",8.0,20.0
2017-09-01,Luigi's Honkin' Haul-O-Ween,7.0,20.0
2017-09-01,Mater's Jingle Jamboree,5.0,15.0
2017-09-01,Flik's Flyers,5.0,5.0
2017-09-01,Francis' Ladybug Boogie,5.0,5.0
2017-09-01,Golden Zephyr,5.0,5.0
2017-09-01,Heimlich's Chew Chew Train,5.0,5.0
2017-09-01,It's Tough to be a Bug!,5.0,5.0
2017-09-01,Jessie's Critter Carousel,5.0,5.0
2017-09-01,Jumpin' Jellyfish,5.0,5.0
2017-09-01,Silly Symphony Swings,5.0,5.0
2017-09-01,The Little Mermaid - Ariel's Undersea Adventure,5.0,5.0
2017-09-01,Tuck and Roll's Drive 'Em Buggies,5.0,5.0
2017-09-01,Turtle Talk with Crush,5.0,5.0
2017-09-01,World of Color,,
2017-09-01,Games of Pixar Pier,,
2017-09-01,Hero Action Center,,
2017-09-01,Princess Dot Puddle Park,,
2017-09-01,Sorcerer's Workshop,,
2017-09-01,Summer of Heroes Showcase,,
2017-09-01,Animation Academy,,
2017-09-01,The Bakery Tour,,
2017-09-01,Redwood Creek Challenge Trail,,
2017-09-01,"Disney ""Moana” Sneak Peek",,
2017-09-01,Frozen at Disneyland Resort,,
2017-09-01,Red Car Trolley - Carthay Circle,,
2017-09-01,Red Car Trolley - Hollywood Land,,
2017-09-01,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-09-01,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-09-01,Goofy's Sky School,,
2017-09-01,Guardians of the Galaxy – Monsters After Dark,,
2017-09-01,Mater's Graveyard Jam-BOO-ree,,
2017-09-01,Twisted Tales Décor,,
2017-09-01,“Thor: Ragnarok” Sneak Peek,,
2017-09-02,Radiator Springs Racers,53.0,120.0
2017-09-02,Toy Story Midway Mania!,52.0,120.0
2017-09-02,Guardians of the Galaxy - Mission: BREAKOUT!,42.0,60.0
2017-09-02,Soarin' Around the World,34.0,50.0
2017-09-02,Pixar Pal-A-Round - Swinging,16.0,30.0
2017-09-02,Grizzly River Run,15.0,60.0
2017-09-02,Red Car Trolley,15.0,15.0
2017-09-02,"Monsters, Inc. Mike & Sulley to the Rescue!",12.0,20.0
2017-09-02,Luigi's Honkin' Haul-O-Ween,8.0,15.0
2017-09-02,Incredicoaster,6.0,15.0
2017-09-02,The Little Mermaid - Ariel's Undersea Adventure,5.0,10.0
2017-09-02,Mater's Jingle Jamboree,5.0,10.0
2017-09-02,Tuck and Roll's Drive 'Em Buggies,5.0,10.0
2017-09-02,Flik's Flyers,5.0,5.0
2017-09-02,Francis' Ladybug Boogie,5.0,5.0
2017-09-02,Golden Zephyr,5.0,5.0
2017-09-02,Heimlich's Chew Chew Train,5.0,5.0
2017-09-02,It's Tough to be a Bug!,5.0,5.0
2017-09-02,Jessie's Critter Carousel,5.0,5.0
2017-09-02,Jumpin' Jellyfish,5.0,5.0
2017-09-02,Silly Symphony Swings,5.0,5.0
2017-09-02,Turtle Talk with Crush,5.0,5.0
2017-09-02,Games of Pixar Pier,,
2017-09-02,Hero Action Center,,
2017-09-02,Princess Dot Puddle Park,,
2017-09-02,Sorcerer's Workshop,,
2017-09-02,Summer of Heroes Showcase,,
2017-09-02,World of Color,,
2017-09-02,Animation Academy,,
2017-09-02,The Bakery Tour,,
2017-09-02,Redwood Creek Challenge Trail,,
2017-09-02,"Disney ""Moana” Sneak Peek",,
2017-09-02,Frozen at Disneyland Resort,,
2017-09-02,Red Car Trolley - Carthay Circle,,
2017-09-02,Red Car Trolley - Hollywood Land,,
2017-09-02,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-09-02,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-09-02,Goofy's Sky School,,
2017-09-02,Guardians of the Galaxy – Monsters After Dark,,
2017-09-02,Mater's Graveyard Jam-BOO-ree,,
2017-09-02,Twisted Tales Décor,,
2017-09-02,“Thor: Ragnarok” Sneak Peek,,
2017-09-03,Radiator Springs Racers,62.0,105.0
2017-09-03,Toy Story Midway Mania!,54.0,120.0
2017-09-03,Guardians of the Galaxy - Mission: BREAKOUT!,43.0,65.0
2017-09-03,Soarin' Around the World,31.0,50.0
2017-09-03,Pixar Pal-A-Round - Swinging,17.0,30.0
2017-09-03,Incredicoaster,16.0,40.0
2017-09-03,Red Car Trolley,15.0,15.0
2017-09-03,"Monsters, Inc. Mike & Sulley to the Rescue!",12.0,25.0
2017-09-03,Luigi's Honkin' Haul-O-Ween,10.0,30.0
2017-09-03,Mater's Jingle Jamboree,9.0,20.0
2017-09-03,Flik's Flyers,6.0,10.0
2017-09-03,Golden Zephyr,6.0,15.0
2017-09-03,Heimlich's Chew Chew Train,5.0,10.0
2017-09-03,The Little Mermaid - Ariel's Undersea Adventure,5.0,10.0
2017-09-03,Francis' Ladybug Boogie,5.0,5.0
2017-09-03,It's Tough to be a Bug!,5.0,5.0
2017-09-03,Jessie's Critter Carousel,5.0,5.0
2017-09-03,Jumpin' Jellyfish,5.0,5.0
2017-09-03,Silly Symphony Swings,5.0,5.0
2017-09-03,Tuck and Roll's Drive 'Em Buggies,5.0,5.0
2017-09-03,Turtle Talk with Crush,5.0,5.0
2017-09-03,Hero Action Center,,
2017-09-03,Princess Dot Puddle Park,,
2017-09-03,Summer of Heroes Showcase,,
2017-09-03,World of Color,,
2017-09-03,Animation Academy,,
2017-09-03,Sorcerer's Workshop,,
2017-09-03,The Bakery Tour,,
2017-09-03,Games of Pixar Pier,,
2017-09-03,Redwood Creek Challenge Trail,,
2017-09-03,"Disney ""Moana” Sneak Peek",,
2017-09-03,Frozen at Disneyland Resort,,
2017-09-03,Red Car Trolley - Carthay Circle,,
2017-09-03,Red Car Trolley - Hollywood Land,,
2017-09-03,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-09-03,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-09-03,Goofy's Sky School,,
2017-09-03,Grizzly River Run,,
2017-09-03,Guardians of the Galaxy – Monsters After Dark,,
2017-09-03,Mater's Graveyard Jam-BOO-ree,,
2017-09-03,Twisted Tales Décor,,
2017-09-03,“Thor: Ragnarok” Sneak Peek,,
2017-09-04,Radiator Springs Racers,91.0,150.0
2017-09-04,Guardians of the Galaxy - Mission: BREAKOUT!,86.0,140.0
2017-09-04,Toy Story Midway Mania!,65.0,110.0
2017-09-04,Soarin' Around the World,49.0,120.0
2017-09-04,Incredicoaster,37.0,150.0
2017-09-04,Pixar Pal-A-Round - Swinging,31.0,45.0
2017-09-04,Luigi's Honkin' Haul-O-Ween,24.0,40.0
2017-09-04,"Monsters, Inc. Mike & Sulley to the Rescue!",23.0,45.0
2017-09-04,Mater's Jingle Jamboree,19.0,40.0
2017-09-04,The Little Mermaid - Ariel's Undersea Adventure,18.0,30.0
2017-09-04,Flik's Flyers,12.0,20.0
2017-09-04,Silly Symphony Swings,11.0,20.0
2017-09-04,Francis' Ladybug Boogie,10.0,15.0
2017-09-04,Red Car Trolley,10.0,10.0
2017-09-04,Heimlich's Chew Chew Train,8.0,10.0
2017-09-04,Tuck and Roll's Drive 'Em Buggies,8.0,20.0
2017-09-04,Jessie's Critter Carousel,8.0,10.0
2017-09-04,Golden Zephyr,5.0,10.0
2017-09-04,It's Tough to be a Bug!,5.0,5.0
2017-09-04,Jumpin' Jellyfish,5.0,5.0
2017-09-04,Turtle Talk with Crush,5.0,5.0
2017-09-04,Animation Academy,,
2017-09-04,Princess Dot Puddle Park,,
2017-09-04,Sorcerer's Workshop,,
2017-09-04,Summer of Heroes Showcase,,
2017-09-04,World of Color,,
2017-09-04,Hero Action Center,,
2017-09-04,The Bakery Tour,,
2017-09-04,Games of Pixar Pier,,
2017-09-04,Redwood Creek Challenge Trail,,
2017-09-04,"Disney ""Moana” Sneak Peek",,
2017-09-04,Frozen at Disneyland Resort,,
2017-09-04,Red Car Trolley - Carthay Circle,,
2017-09-04,Red Car Trolley - Hollywood Land,,
2017-09-04,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-09-04,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-09-04,Goofy's Sky School,,
2017-09-04,Grizzly River Run,,
2017-09-04,Guardians of the Galaxy – Monsters After Dark,,
2017-09-04,Mater's Graveyard Jam-BOO-ree,,
2017-09-04,Twisted Tales Décor,,
2017-09-04,“Thor: Ragnarok” Sneak Peek,,
2017-09-05,Radiator Springs Racers,50.0,60.0
2017-09-05,Soarin' Around the World,50.0,85.0
2017-09-05,Toy Story Midway Mania!,47.0,80.0
2017-09-05,Guardians of the Galaxy - Mission: BREAKOUT!,42.0,60.0
2017-09-05,Pixar Pal-A-Round - Swinging,12.0,40.0
2017-09-05,Mater's Jingle Jamboree,11.0,30.0
2017-09-05,Incredicoaster,11.0,25.0
2017-09-05,Luigi's Honkin' Haul-O-Ween,9.0,25.0
2017-09-05,Jumpin' Jellyfish,7.0,10.0
2017-09-05,The Little Mermaid - Ariel's Undersea Adventure,5.0,10.0
2017-09-05,Flik's Flyers,5.0,10.0
2017-09-05,Francis' Ladybug Boogie,5.0,5.0
2017-09-05,Golden Zephyr,5.0,5.0
2017-09-05,Heimlich's Chew Chew Train,5.0,5.0
2017-09-05,It's Tough to be a Bug!,5.0,5.0
2017-09-05,Jessie's Critter Carousel,5.0,5.0
2017-09-05,Red Car Trolley,5.0,5.0
2017-09-05,Silly Symphony Swings,5.0,5.0
2017-09-05,Tuck and Roll's Drive 'Em Buggies,5.0,5.0
2017-09-05,Turtle Talk with Crush,5.0,5.0
2017-09-05,Animation Academy,,
2017-09-05,Hero Action Center,,
2017-09-05,Princess Dot Puddle Park,,
2017-09-05,Sorcerer's Workshop,,
2017-09-05,Summer of Heroes Showcase,,
2017-09-05,The Bakery Tour,,
2017-09-05,World of Color,,
2017-09-05,Redwood Creek Challenge Trail,,
2017-09-05,Games of Pixar Pier,,
2017-09-05,"Disney ""Moana” Sneak Peek",,
2017-09-05,Frozen at Disneyland Resort,,
2017-09-05,Red Car Trolley - Carthay Circle,,
2017-09-05,Red Car Trolley - Hollywood Land,,
2017-09-05,"Disney•Pixar's ""Cars 3"" Sneak Peek",,
2017-09-05,"Disney•Pixar's ""Coco"" Sneak Peek",,
2017-09-05,Goofy's Sky School,,
2017-09-05,Grizzly River Run,,
2017-09-05,Guardians of the Galaxy – Monsters After Dark,,
2017-09-05,Mater's Graveyard Jam-BOO-ree,,
2017-09-05,"Monsters, Inc. Mike & Sulley to the Rescue!",,
2017-09-05,Twisted Tales Décor,,
2017-09-05,“Thor: Ragnarok” Sneak Peek,,
2017-09-06,Radiator Springs Racers,52.0,75.0
2017-09-06,Toy Story Midway Mania!,50.0,70.0
2017-09-06,Guardians of the Galaxy - Mission: BREAKOUT!,48.0,80.0
2017-09-06,Soarin' Around the World,44.0,60.0
2017-09-06,Pixar Pal-A-Round - Swinging,15.0,20.0
2017-09-06,Red Car Trolley,15.0,15.0
2017-09-06,Luigi's Honkin' Haul-O-Ween,12.0,30.0
2017-09-06,Flik's Flyers,11.0,25.0
2017-09-06,Incredicoaster,9.0,25.0
2017-09-06,Mater's Jingle Jamboree,9.0,25.0
2017-09-06,Heimlich's Chew Chew Train,7.0,20.0
2017-09-06,The Little Mermaid - Ariel's Undersea Adventure,7.0,10.0
2017-09-06,Tuck and Roll's Drive 'Em Buggies,6.0,10.0
2017-09-06,Silly Symphony Swings,5.0,10.0
2017-09-06,Francis' Ladybug Boogie,5.0,5.0
2017-09-06,Golden Zephyr,5.0,5.0
2017-09-06,It's Tough to be a Bug!,5.0,5.0
2017-09-06,Jessie's Critter Carousel,5.0,5.0
2017-09-06,Jumpin' Jellyfish,5.0,5.0
2017-09-06,Turtle Talk with Crush,5.0,5.0
2017-09-06,Animation Academy,,
2017-09-06,Hero Action Center,,
2017-09-06,Princess Dot Puddle Park,,
2017-09-06,Sorcerer's Workshop,,
2017-09-06,Summer of Heroes Showcase,,
2017-09-06,The Bakery Tour,,
2017-09-06,World of Color,,
2017-09-06,Redwood Creek Challenge Trail,,
2017-09-06,Games of Pixar Pier,,
2017-09-06,"Disney ""Moana” Sneak Peek",,
2017-09-06,Frozen at Disneyland Resort,,
2017-09-06,Red Car Trolley - Carthay Circle,,
