Date,Ride,Average Wait Time (mins),Max Wait Time (mins)
2020-02-17,Jaguar!,54.0,80.0
2020-02-17,Coast Rider,53.0,80.0
2020-02-17,Xcelerator The Ride,49.0,110.0
2020-02-17,Montezooma's Revenge,47.0,80.0
2020-02-17,Supreme Scream,47.0,65.0
2020-02-17,Calico River Rapids,36.0,70.0
2020-02-17,Calico Mine Ride,19.0,35.0
2020-02-18,Xcelerator The Ride,60.0,60.0
2020-02-18,GhostRider,24.0,120.0
2020-02-18,Silver Bullet,14.0,70.0
2020-02-18,Pony Express,14.0,85.0
2020-02-18,Timber Mountain Log Ride,14.0,35.0
2020-02-18,HangTime,12.0,50.0
2020-02-18,Sierra Sidewinder,9.0,60.0
2020-02-18,Supreme Scream,9.0,60.0
2020-02-18,Coast Rider,9.0,55.0
2020-02-18,Calico Mine Ride,7.0,10.0
2020-02-18,Calico River Rapids,6.0,25.0
2020-02-18,Montezooma's Revenge,5.0,15.0
2020-02-18,Jaguar!,5.0,15.0
2020-02-19,GhostRider,29.0,50.0
2020-02-19,Timber Mountain Log Ride,20.0,25.0
2020-02-19,Calico Mine Ride,5.0,5.0
2020-02-19,Calico River Rapids,5.0,5.0
2020-02-19,Coast Rider,5.0,5.0
2020-02-19,HangTime,5.0,5.0
2020-02-19,Jaguar!,5.0,5.0
2020-02-19,Montezooma's Revenge,5.0,5.0
2020-02-19,Pony Express,5.0,5.0
2020-02-19,Sierra Sidewinder,5.0,5.0
2020-02-19,Silver Bullet,5.0,5.0
2020-02-19,Supreme Scream,5.0,5.0
2020-02-19,Xcelerator The Ride,,
2020-02-20,Pony Express,45.0,45.0
2020-02-20,GhostRider,35.0,35.0
2020-02-20,Calico River Rapids,13.0,15.0
2020-02-20,Calico Mine Ride,10.0,10.0
2020-02-20,Timber Mountain Log Ride,10.0,10.0
2020-02-20,Coast Rider,5.0,5.0
2020-02-20,HangTime,5.0,5.0
2020-02-20,Jaguar!,5.0,5.0
2020-02-20,Montezooma's Revenge,5.0,5.0
2020-02-20,Sierra Sidewinder,5.0,5.0
2020-02-20,Silver Bullet,5.0,5.0
2020-02-20,Supreme Scream,5.0,5.0
2020-02-20,Xcelerator The Ride,,
2020-02-21,Coast Rider,46.0,75.0
2020-02-21,GhostRider,45.0,110.0
2020-02-21,Pony Express,40.0,65.0
2020-02-21,Jaguar!,25.0,40.0
2020-02-21,Montezooma's Revenge,25.0,25.0
2020-02-21,Calico River Rapids,19.0,30.0
2020-02-21,Timber Mountain Log Ride,19.0,45.0
2020-02-21,HangTime,16.0,25.0
2020-02-21,Supreme Scream,10.0,15.0
2020-02-21,Silver Bullet,9.0,15.0
2020-02-21,Sierra Sidewinder,8.0,15.0
2020-02-21,Calico Mine Ride,5.0,5.0
2020-02-21,Xcelerator The Ride,,
2020-02-22,GhostRider,50.0,50.0
2020-02-22,Silver Bullet,30.0,30.0
2020-02-22,Coast Rider,25.0,25.0
2020-02-22,Pony Express,25.0,25.0
2020-02-22,HangTime,20.0,20.0
2020-02-22,Jaguar!,20.0,20.0
2020-02-22,Sierra Sidewinder,20.0,20.0
2020-02-22,Montezooma's Revenge,15.0,15.0
2020-02-22,Timber Mountain Log Ride,15.0,15.0
2020-02-22,Calico Mine Ride,10.0,10.0
2020-02-22,Calico River Rapids,5.0,5.0
2020-02-22,Supreme Scream,5.0,5.0
2020-02-22,Xcelerator The Ride,,
2020-02-23,Pony Express,90.0,90.0
2020-02-23,GhostRider,89.0,120.0
2020-02-23,Sierra Sidewinder,45.0,45.0
2020-02-23,HangTime,37.0,45.0
2020-02-23,Coast Rider,30.0,70.0
2020-02-23,Jaguar!,30.0,30.0
2020-02-23,Timber Mountain Log Ride,30.0,30.0
2020-02-23,Montezooma's Revenge,15.0,15.0
2020-02-23,Silver Bullet,10.0,10.0
2020-02-23,Supreme Scream,8.0,10.0
2020-02-23,Calico Mine Ride,7.0,10.0
2020-02-23,Calico River Rapids,5.0,5.0
2020-02-23,Xcelerator The Ride,,
2020-02-24,GhostRider,15.0,20.0
2020-02-24,Calico Mine Ride,5.0,5.0
2020-02-24,Calico River Rapids,5.0,5.0
2020-02-24,Coast Rider,5.0,5.0
2020-02-24,HangTime,5.0,5.0
2020-02-24,Montezooma's Revenge,5.0,5.0
2020-02-24,Pony Express,5.0,5.0
2020-02-24,Sierra Sidewinder,5.0,5.0
2020-02-24,Silver Bullet,5.0,5.0
2020-02-24,Supreme Scream,5.0,5.0
2020-02-24,Timber Mountain Log Ride,5.0,5.0
2020-02-24,Jaguar!,,
2020-02-24,Xcelerator The Ride,,
2020-02-25,GhostRider,13.0,20.0
2020-02-25,Timber Mountain Log Ride,11.0,20.0
2020-02-25,Calico Mine Ride,5.0,5.0
2020-02-25,Calico River Rapids,5.0,5.0
2020-02-25,Coast Rider,5.0,5.0
2020-02-25,HangTime,5.0,5.0
2020-02-25,Montezooma's Revenge,5.0,5.0
2020-02-25,Pony Express,5.0,5.0
2020-02-25,Sierra Sidewinder,5.0,5.0
2020-02-25,Silver Bullet,5.0,5.0
2020-02-25,Supreme Scream,5.0,5.0
2020-02-25,Jaguar!,,
2020-02-25,Xcelerator The Ride,,
2020-02-26,GhostRider,16.0,20.0
2020-02-26,Calico Mine Ride,5.0,5.0
2020-02-26,Calico River Rapids,5.0,5.0
2020-02-26,Coast Rider,5.0,5.0
2020-02-26,HangTime,5.0,5.0
2020-02-26,Montezooma's Revenge,5.0,5.0
2020-02-26,Pony Express,5.0,5.0
2020-02-26,Sierra Sidewinder,5.0,5.0
2020-02-26,Supreme Scream,5.0,5.0
2020-02-26,Timber Mountain Log Ride,5.0,5.0
2020-02-26,Jaguar!,,
2020-02-26,Silver Bullet,,
2020-02-26,Xcelerator The Ride,,
2020-02-27,GhostRider,17.0,20.0
2020-02-27,Calico Mine Ride,5.0,5.0
2020-02-27,Calico River Rapids,5.0,5.0
2020-02-27,Coast Rider,5.0,5.0
2020-02-27,HangTime,5.0,5.0
2020-02-27,Montezooma's Revenge,5.0,5.0
2020-02-27,Pony Express,5.0,5.0
2020-02-27,Sierra Sidewinder,5.0,5.0
2020-02-27,Silver Bullet,5.0,5.0
2020-02-27,Supreme Scream,5.0,5.0
2020-02-27,Timber Mountain Log Ride,5.0,5.0
2020-02-27,Xcelerator The Ride,,
2020-02-27,Jaguar!,,
2020-02-28,GhostRider,30.0,50.0
2020-02-28,Pony Express,24.0,30.0
2020-02-28,Xcelerator The Ride,18.0,20.0
2020-02-28,Calico Mine Ride,5.0,5.0
2020-02-28,Calico River Rapids,5.0,5.0
2020-02-28,Coast Rider,5.0,5.0
2020-02-28,Montezooma's Revenge,5.0,5.0
2020-02-28,Sierra Sidewinder,5.0,5.0
2020-02-28,Silver Bullet,5.0,5.0
2020-02-28,Supreme Scream,5.0,5.0
2020-02-28,Timber Mountain Log Ride,5.0,5.0
2020-02-28,HangTime,,
2020-02-28,Jaguar!,,
2020-02-29,GhostRider,115.0,120.0
2020-02-29,Xcelerator The Ride,83.0,120.0
2020-02-29,Sierra Sidewinder,72.0,90.0
2020-02-29,HangTime,69.0,90.0
2020-02-29,Pony Express,67.0,80.0
2020-02-29,Timber Mountain Log Ride,65.0,105.0
2020-02-29,Silver Bullet,61.0,75.0
2020-02-29,Coast Rider,51.0,100.0
2020-02-29,Montezooma's Revenge,44.0,75.0
2020-02-29,Calico River Rapids,36.0,50.0
2020-02-29,Supreme Scream,17.0,20.0
2020-02-29,Calico Mine Ride,17.0,20.0
2020-02-29,Jaguar!,5.0,5.0
2020-03-01,GhostRider,70.0,70.0
2020-03-01,Sierra Sidewinder,28.0,30.0
2020-03-01,Coast Rider,19.0,40.0
2020-03-01,Timber Mountain Log Ride,15.0,15.0
2020-03-01,Calico Mine Ride,5.0,5.0
2020-03-01,Calico River Rapids,5.0,5.0
2020-03-01,HangTime,5.0,5.0
2020-03-01,Montezooma's Revenge,5.0,5.0
2020-03-01,Pony Express,5.0,5.0
2020-03-01,Silver Bullet,5.0,5.0
2020-03-01,Supreme Scream,5.0,5.0
2020-03-01,Xcelerator The Ride,5.0,5.0
2020-03-01,Jaguar!,,
2020-03-02,Silver Bullet,20.0,20.0
2020-03-02,Sierra Sidewinder,15.0,20.0
2020-03-02,Calico Mine Ride,5.0,5.0
2020-03-02,Calico River Rapids,5.0,5.0
2020-03-02,Coast Rider,5.0,5.0
2020-03-02,HangTime,5.0,5.0
2020-03-02,Montezooma's Revenge,5.0,5.0
2020-03-02,Pony Express,5.0,5.0
2020-03-02,Supreme Scream,5.0,5.0
2020-03-02,Timber Mountain Log Ride,5.0,5.0
2020-03-02,Xcelerator The Ride,5.0,5.0
2020-03-02,GhostRider,,
2020-03-02,Jaguar!,,
2020-03-03,Silver Bullet,8.0,20.0
2020-03-03,Sierra Sidewinder,8.0,20.0
2020-03-03,Calico Mine Ride,5.0,5.0
2020-03-03,Calico River Rapids,5.0,5.0
2020-03-03,Coast Rider,5.0,5.0
2020-03-03,HangTime,5.0,5.0
2020-03-03,Montezooma's Revenge,5.0,5.0
2020-03-03,Pony Express,5.0,5.0
2020-03-03,Supreme Scream,5.0,5.0
2020-03-03,Timber Mountain Log Ride,5.0,5.0
2020-03-03,Xcelerator The Ride,5.0,5.0
2020-03-03,GhostRider,,
2020-03-03,Jaguar!,,
2020-03-04,Calico Mine Ride,5.0,5.0
2020-03-04,Calico River Rapids,5.0,5.0
2020-03-04,Coast Rider,5.0,5.0
2020-03-04,HangTime,5.0,5.0
2020-03-04,Montezooma's Revenge,5.0,5.0
2020-03-04,Pony Express,5.0,5.0
2020-03-04,Sierra Sidewinder,5.0,5.0
2020-03-04,Silver Bullet,5.0,5.0
2020-03-04,Supreme Scream,5.0,5.0
2020-03-04,Timber Mountain Log Ride,5.0,5.0
2020-03-04,Xcelerator The Ride,5.0,5.0
2020-03-04,GhostRider,,
2020-03-04,Jaguar!,,
2020-03-05,Calico Mine Ride,5.0,5.0
2020-03-05,Calico River Rapids,5.0,5.0
2020-03-05,Coast Rider,5.0,5.0
2020-03-05,HangTime,5.0,5.0
2020-03-05,Montezooma's Revenge,5.0,5.0
2020-03-05,Pony Express,5.0,5.0
2020-03-05,Sierra Sidewinder,5.0,5.0
2020-03-05,Silver Bullet,5.0,5.0
2020-03-05,Supreme Scream,5.0,5.0
2020-03-05,Timber Mountain Log Ride,5.0,5.0
2020-03-05,Xcelerator The Ride,5.0,5.0
2020-03-05,GhostRider,,
2020-03-05,Jaguar!,,
2020-03-06,Timber Mountain Log Ride,27.0,40.0
2020-03-06,Xcelerator The Ride,24.0,40.0
2020-03-06,Silver Bullet,23.0,65.0
2020-03-06,Pony Express,20.0,40.0
2020-03-06,HangTime,19.0,45.0
2020-03-06,Coast Rider,18.0,40.0
2020-03-06,Sierra Sidewinder,10.0,15.0
2020-03-06,Calico River Rapids,7.0,10.0
2020-03-06,Calico Mine Ride,5.0,5.0
2020-03-06,Montezooma's Revenge,5.0,5.0
2020-03-06,Supreme Scream,5.0,5.0
2020-03-06,Jaguar!,,
2020-03-06,GhostRider,,
2020-03-07,Xcelerator The Ride,86.0,120.0
2020-03-07,HangTime,63.0,95.0
2020-03-07,Pony Express,56.0,80.0
2020-03-07,Sierra Sidewinder,55.0,75.0
2020-03-07,Jaguar!,54.0,75.0
2020-03-07,Silver Bullet,46.0,50.0
2020-03-07,Montezooma's Revenge,43.0,75.0
2020-03-07,Coast Rider,40.0,50.0
2020-03-07,Timber Mountain Log Ride,26.0,45.0
2020-03-07,Calico Mine Ride,14.0,25.0
2020-03-07,Supreme Scream,12.0,15.0
2020-03-07,Calico River Rapids,11.0,15.0
2020-03-07,GhostRider,,
2020-03-08,Jaguar!,68.0,80.0
2020-03-08,Pony Express,54.0,70.0
2020-03-08,Xcelerator The Ride,53.0,70.0
2020-03-08,Montezooma's Revenge,50.0,50.0
2020-03-08,HangTime,43.0,60.0
2020-03-08,Sierra Sidewinder,42.0,45.0
2020-03-08,Timber Mountain Log Ride,31.0,45.0
2020-03-08,Coast Rider,26.0,35.0
2020-03-08,Silver Bullet,20.0,30.0
2020-03-08,Calico Mine Ride,15.0,15.0
2020-03-08,Calico River Rapids,11.0,15.0
2020-03-08,Supreme Scream,8.0,10.0
2020-03-08,GhostRider,,
2020-03-09,Sierra Sidewinder,45.0,45.0
2020-03-09,Timber Mountain Log Ride,20.0,30.0
2020-03-09,Calico River Rapids,15.0,40.0
2020-03-09,Calico Mine Ride,5.0,5.0
2020-03-09,Coast Rider,5.0,5.0
2020-03-09,HangTime,5.0,5.0
2020-03-09,Jaguar!,5.0,5.0
2020-03-09,Montezooma's Revenge,5.0,5.0
2020-03-09,Pony Express,5.0,5.0
2020-03-09,Silver Bullet,5.0,5.0
2020-03-09,Supreme Scream,5.0,5.0
2020-03-09,Xcelerator The Ride,5.0,5.0
2020-03-09,GhostRider,,
2020-03-10,Calico Mine Ride,99.0,
2020-03-10,Calico River Rapids,99.0,
2020-03-10,Coast Rider,99.0,
2020-03-10,GhostRider,99.0,
2020-03-10,HangTime,99.0,
2020-03-10,Jaguar!,99.0,
2020-03-10,Montezooma's Revenge,99.0,
2020-03-10,Pony Express,99.0,
2020-03-10,Sierra Sidewinder,99.0,
2020-03-10,Silver Bullet,99.0,
2020-03-10,Supreme Scream,99.0,
2020-03-10,Timber Mountain Log Ride,99.0,
2020-03-10,Xcelerator The Ride,99.0,
2020-03-11,Pony Express,15.0,15.0
2020-03-11,Calico Mine Ride,5.0,5.0
2020-03-11,Calico River Rapids,5.0,5.0
2020-03-11,Coast Rider,5.0,5.0
2020-03-11,HangTime,5.0,5.0
2020-03-11,Jaguar!,5.0,5.0
2020-03-11,Silver Bullet,5.0,5.0
2020-03-11,Supreme Scream,5.0,5.0
2020-03-11,Timber Mountain Log Ride,5.0,5.0
2020-03-11,Sierra Sidewinder,,
2020-03-11,Montezooma's Revenge,,
2020-03-11,Xcelerator The Ride,,
2020-03-11,GhostRider,,
2020-03-12,Calico Mine Ride,5.0,5.0
2020-03-12,Calico River Rapids,5.0,5.0
2020-03-12,Supreme Scream,5.0,5.0
2020-03-12,Timber Mountain Log Ride,5.0,5.0
2020-03-12,Coast Rider,,
2020-03-12,GhostRider,,
2020-03-12,HangTime,,
2020-03-12,Jaguar!,,
2020-03-12,Montezooma's Revenge,,
2020-03-12,Pony Express,,
2020-03-12,Sierra Sidewinder,,
2020-03-12,Silver Bullet,,
2020-03-12,Xcelerator The Ride,,
2020-03-13,Calico Mine Ride,5.0,5.0
2020-03-13,Calico River Rapids,5.0,5.0
2020-03-13,Coast Rider,5.0,5.0
2020-03-13,HangTime,5.0,5.0
2020-03-13,Jaguar!,5.0,5.0
2020-03-13,Pony Express,5.0,5.0
2020-03-13,Sierra Sidewinder,5.0,5.0
2020-03-13,Silver Bullet,5.0,5.0
2020-03-13,Supreme Scream,5.0,5.0
2020-03-13,Timber Mountain Log Ride,5.0,5.0
2020-03-13,Xcelerator The Ride,5.0,5.0
2020-03-13,Montezooma's Revenge,,
2020-03-13,GhostRider,,
2021-05-06,Timber Mountain Log Ride,60.0,60.0
2021-05-06,GhostRider,49.0,50.0
2021-05-06,Calico River Rapids,41.0,65.0
2021-05-06,Sierra Sidewinder,36.0,40.0
2021-05-06,Silver Bullet,27.0,50.0
2021-05-06,Calico Mine Ride,23.0,30.0
2021-05-06,Coast Rider,21.0,40.0
2021-05-06,HangTime,20.0,30.0
2021-05-06,Montezooma's Revenge,15.0,30.0
2021-05-06,Jaguar!,13.0,30.0
2021-05-06,Supreme Scream,7.0,10.0
2021-05-06,Pony Express,5.0,5.0
2021-05-06,Xcelerator The Ride,5.0,5.0
2021-05-06,Balloon Race,,
2021-05-06,Carrusel de California,,
2021-05-06,Charlie Brown's Kite Flyer,,
2021-05-06,Flying Ace,,
2021-05-06,High Sierra Ferris Wheel,,
2021-05-06,Linus Launcher,,
2021-05-06,Los Voladores,,
2021-05-06,Pacific Scrambler,,
2021-05-06,Pig Pen's Mud Buggies,,
2021-05-06,Rapid River Run,,
2021-05-06,Sky Cabin,,
2021-05-06,Surfside Gliders,,
2021-05-06,Wheeler Dealer Bumper Cars,,
2021-05-06,Woodstock's Airmail,,
2021-05-06,Dragon Swing,,
2021-05-06,Timberline Twister,,
2021-05-06,Rocky Mountain Trucking Company,,
2021-05-06,Grand Sierra Railroad,,
2021-05-06,Hat Dance,,
2021-05-06,Camp Bus,,
2021-05-06,La Revolucion,,
2021-05-06,Calico Railroad,,
2021-05-07,Timber Mountain Log Ride,59.0,70.0
2021-05-07,Sierra Sidewinder,45.0,45.0
2021-05-07,GhostRider,44.0,50.0
2021-05-07,Xcelerator The Ride,35.0,45.0
2021-05-07,Silver Bullet,30.0,30.0
2021-05-07,Coast Rider,28.0,35.0
2021-05-07,Jaguar!,24.0,25.0
2021-05-07,Pony Express,20.0,20.0
2021-05-07,Montezooma's Revenge,19.0,20.0
2021-05-07,Calico Mine Ride,15.0,15.0
2021-05-07,Calico River Rapids,12.0,15.0
2021-05-07,HangTime,8.0,10.0
2021-05-07,Supreme Scream,5.0,5.0
2021-05-07,Charlie Brown's Kite Flyer,,
2021-05-07,Dragon Swing,,
2021-05-07,Grand Sierra Railroad,,
2021-05-07,Linus Launcher,,
2021-05-07,Los Voladores,,
2021-05-07,Pacific Scrambler,,
2021-05-07,Pig Pen's Mud Buggies,,
2021-05-07,Rapid River Run,,
2021-05-07,Rocky Mountain Trucking Company,,
2021-05-07,Sky Cabin,,
2021-05-07,Surfside Gliders,,
2021-05-07,Timberline Twister,,
2021-05-07,Wheeler Dealer Bumper Cars,,
2021-05-07,Balloon Race,,
2021-05-07,Carrusel de California,,
2021-05-07,Flying Ace,,
2021-05-07,High Sierra Ferris Wheel,,
2021-05-07,Woodstock's Airmail,,
2021-05-07,La Revolucion,,
2021-05-07,Calico Railroad,,
2021-05-07,Hat Dance,,
2021-05-07,Camp Bus,,
2021-05-08,GhostRider,52.0,60.0
2021-05-08,Sierra Sidewinder,45.0,45.0
2021-05-08,Timber Mountain Log Ride,44.0,50.0
2021-05-08,Calico River Rapids,43.0,60.0
2021-05-08,Silver Bullet,38.0,60.0
2021-05-08,Xcelerator The Ride,38.0,40.0
2021-05-08,Coast Rider,34.0,35.0
2021-05-08,Jaguar!,25.0,25.0
2021-05-08,Montezooma's Revenge,20.0,20.0
2021-05-08,Pony Express,20.0,20.0
2021-05-08,Calico Mine Ride,18.0,25.0
2021-05-08,HangTime,15.0,30.0
2021-05-08,Supreme Scream,5.0,5.0
2021-05-08,Balloon Race,,
2021-05-08,Carrusel de California,,
2021-05-08,Charlie Brown's Kite Flyer,,
2021-05-08,Flying Ace,,
2021-05-08,Hat Dance,,
2021-05-08,High Sierra Ferris Wheel,,
2021-05-08,Linus Launcher,,
2021-05-08,Los Voladores,,
2021-05-08,Pacific Scrambler,,
2021-05-08,Pig Pen's Mud Buggies,,
2021-05-08,Rapid River Run,,
2021-05-08,Rocky Mountain Trucking Company,,
2021-05-08,Sky Cabin,,
2021-05-08,Surfside Gliders,,
2021-05-08,Timberline Twister,,
2021-05-08,Wheeler Dealer Bumper Cars,,
2021-05-08,Woodstock's Airmail,,
2021-05-08,Dragon Swing,,
2021-05-08,Grand Sierra Railroad,,
2021-05-08,La Revolucion,,
2021-05-08,Calico Railroad,,
2021-05-08,Camp Bus,,
2021-05-09,Silver Bullet,60.0,60.0
2021-05-09,Sierra Sidewinder,54.0,65.0
2021-05-09,Timber Mountain Log Ride,51.0,90.0
2021-05-09,GhostRider,51.0,70.0
2021-05-09,Calico River Rapids,43.0,60.0
2021-05-09,Jaguar!,37.0,50.0
2021-05-09,Coast Rider,34.0,40.0
2021-05-09,Calico Mine Ride,32.0,40.0
2021-05-09,Xcelerator The Ride,31.0,45.0
2021-05-09,Pony Express,29.0,45.0
2021-05-09,Montezooma's Revenge,26.0,35.0
2021-05-09,HangTime,24.0,30.0
2021-05-09,Supreme Scream,7.0,10.0
2021-05-09,Balloon Race,,
2021-05-09,Charlie Brown's Kite Flyer,,
2021-05-09,Flying Ace,,
2021-05-09,Grand Sierra Railroad,,
2021-05-09,Hat Dance,,
2021-05-09,Linus Launcher,,
2021-05-09,Los Voladores,,
2021-05-09,Pig Pen's Mud Buggies,,
2021-05-09,Rapid River Run,,
2021-05-09,Rocky Mountain Trucking Company,,
2021-05-09,Sky Cabin,,
2021-05-09,Surfside Gliders,,
2021-05-09,Timberline Twister,,
2021-05-09,Wheeler Dealer Bumper Cars,,
2021-05-09,Woodstock's Airmail,,
2021-05-09,High Sierra Ferris Wheel,,
2021-05-09,Dragon Swing,,
2021-05-09,Pacific Scrambler,,
2021-05-09,Carrusel de California,,
2021-05-09,La Revolucion,,
2021-05-09,Calico Railroad,,
2021-05-09,Camp Bus,,
2021-05-10,Timber Mountain Log Ride,50.0,75.0
2021-05-10,GhostRider,28.0,70.0
2021-05-10,Silver Bullet,27.0,60.0
2021-05-10,Calico Mine Ride,25.0,45.0
2021-05-10,Sierra Sidewinder,24.0,65.0
2021-05-10,Coast Rider,20.0,40.0
2021-05-10,Xcelerator The Ride,19.0,35.0
2021-05-10,HangTime,19.0,30.0
2021-05-10,Supreme Scream,17.0,25.0
2021-05-10,Pony Express,15.0,45.0
2021-05-10,Jaguar!,14.0,50.0
2021-05-10,Montezooma's Revenge,13.0,35.0
2021-05-10,Calico River Rapids,12.0,30.0
2021-05-10,Balloon Race,,
2021-05-10,Flying Ace,,
2021-05-10,Hat Dance,,
2021-05-10,High Sierra Ferris Wheel,,
2021-05-10,Linus Launcher,,
2021-05-10,Los Voladores,,
2021-05-10,Pacific Scrambler,,
2021-05-10,Pig Pen's Mud Buggies,,
2021-05-10,Rapid River Run,,
2021-05-10,Timberline Twister,,
2021-05-10,Wheeler Dealer Bumper Cars,,
2021-05-10,Woodstock's Airmail,,
2021-05-10,Dragon Swing,,
2021-05-10,Sky Cabin,,
2021-05-10,Carrusel de California,,
2021-05-10,Rocky Mountain Trucking Company,,
2021-05-10,La Revolucion,,
2021-05-10,Surfside Gliders,,
2021-05-10,Charlie Brown's Kite Flyer,,
2021-05-10,Grand Sierra Railroad,,
2021-05-10,Calico Railroad,,
2021-05-10,Camp Bus,,
2021-05-11,Timber Mountain Log Ride,37.0,65.0
2021-05-11,Sierra Sidewinder,32.0,40.0
2021-05-11,GhostRider,29.0,30.0
2021-05-11,Calico River Rapids,16.0,45.0
2021-05-11,Pony Express,13.0,25.0
2021-05-11,Calico Mine Ride,12.0,15.0
2021-05-11,Silver Bullet,11.0,35.0
2021-05-11,HangTime,11.0,20.0
2021-05-11,Coast Rider,10.0,25.0
2021-05-11,Jaguar!,7.0,15.0
2021-05-11,Montezooma's Revenge,7.0,15.0
2021-05-11,Supreme Scream,7.0,15.0
2021-05-11,Xcelerator The Ride,7.0,15.0
2021-05-11,Balloon Race,,
2021-05-11,Carrusel de California,,
2021-05-11,Charlie Brown's Kite Flyer,,
2021-05-11,Dragon Swing,,
2021-05-11,Flying Ace,,
2021-05-11,Grand Sierra Railroad,,
2021-05-11,Hat Dance,,
2021-05-11,High Sierra Ferris Wheel,,
2021-05-11,La Revolucion,,
2021-05-11,Linus Launcher,,
2021-05-11,Los Voladores,,
2021-05-11,Pacific Scrambler,,
2021-05-11,Rapid River Run,,
2021-05-11,Surfside Gliders,,
2021-05-11,Timberline Twister,,
2021-05-11,Wheeler Dealer Bumper Cars,,
2021-05-11,Woodstock's Airmail,,
2021-05-11,Pig Pen's Mud Buggies,,
2021-05-11,Sky Cabin,,
2021-05-11,Rocky Mountain Trucking Company,,
2021-05-11,Calico Railroad,,
2021-05-11,Camp Bus,,
2021-05-12,Timber Mountain Log Ride,54.0,75.0
2021-05-12,Calico Mine Ride,45.0,55.0
2021-05-12,GhostRider,40.0,40.0
2021-05-12,Calico River Rapids,36.0,40.0
2021-05-12,Xcelerator The Ride,25.0,25.0
2021-05-12,HangTime,15.0,15.0
2021-05-12,Jaguar!,15.0,15.0
2021-05-12,Montezooma's Revenge,15.0,15.0
2021-05-12,Pony Express,15.0,15.0
2021-05-12,Sierra Sidewinder,15.0,15.0
2021-05-12,Supreme Scream,15.0,15.0
2021-05-12,Coast Rider,10.0,10.0
2021-05-12,Balloon Race,,
2021-05-12,Carrusel de California,,
2021-05-12,Charlie Brown's Kite Flyer,,
2021-05-12,Dragon Swing,,
2021-05-12,Flying Ace,,
2021-05-12,High Sierra Ferris Wheel,,
2021-05-12,La Revolucion,,
2021-05-12,Linus Launcher,,
2021-05-12,Los Voladores,,
2021-05-12,Pacific Scrambler,,
2021-05-12,Pig Pen's Mud Buggies,,
2021-05-12,Rapid River Run,,
2021-05-12,Rocky Mountain Trucking Company,,
2021-05-12,Sky Cabin,,
2021-05-12,Surfside Gliders,,
2021-05-12,Timberline Twister,,
2021-05-12,Wheeler Dealer Bumper Cars,,
2021-05-12,Woodstock's Airmail,,
2021-05-12,Grand Sierra Railroad,,
2021-05-12,Hat Dance,,
2021-05-12,Silver Bullet,,
2021-05-12,Calico Railroad,,
2021-05-12,Camp Bus,,
2021-05-13,Timber Mountain Log Ride,42.0,80.0
2021-05-13,Calico River Rapids,40.0,40.0
2021-05-13,GhostRider,40.0,40.0
2021-05-13,Calico Mine Ride,39.0,55.0
2021-05-13,Coast Rider,17.0,25.0
2021-05-13,HangTime,15.0,15.0
2021-05-13,Jaguar!,15.0,15.0
2021-05-13,Montezooma's Revenge,15.0,15.0
2021-05-13,Pony Express,15.0,15.0
2021-05-13,Sierra Sidewinder,15.0,15.0
2021-05-13,Silver Bullet,15.0,15.0
2021-05-13,Xcelerator The Ride,12.0,25.0
2021-05-13,Supreme Scream,7.0,15.0
2021-05-13,Balloon Race,,
2021-05-13,Carrusel de California,,
2021-05-13,Charlie Brown's Kite Flyer,,
2021-05-13,Dragon Swing,,
2021-05-13,Flying Ace,,
2021-05-13,Hat Dance,,
2021-05-13,High Sierra Ferris Wheel,,
2021-05-13,La Revolucion,,
2021-05-13,Linus Launcher,,
2021-05-13,Los Voladores,,
2021-05-13,Pig Pen's Mud Buggies,,
2021-05-13,Rapid River Run,,
2021-05-13,Rocky Mountain Trucking Company,,
2021-05-13,Surfside Gliders,,
2021-05-13,Timberline Twister,,
2021-05-13,Wheeler Dealer Bumper Cars,,
2021-05-13,Woodstock's Airmail,,
2021-05-13,Sky Cabin,,
2021-05-13,Grand Sierra Railroad,,
2021-05-13,Calico Railroad,,
2021-05-13,Camp Bus,,
2021-05-13,Pacific Scrambler,,
2021-05-14,Calico River Rapids,55.0,70.0
2021-05-14,Timber Mountain Log Ride,50.0,70.0
2021-05-14,GhostRider,41.0,50.0
2021-05-14,Calico Mine Ride,32.0,55.0
2021-05-14,Jaguar!,28.0,55.0
2021-05-14,Pony Express,26.0,40.0
2021-05-14,Xcelerator The Ride,25.0,35.0
2021-05-14,HangTime,20.0,35.0
2021-05-14,Sierra Sidewinder,18.0,20.0
2021-05-14,Supreme Scream,16.0,30.0
2021-05-14,Montezooma's Revenge,15.0,15.0
2021-05-14,Coast Rider,13.0,25.0
2021-05-14,Silver Bullet,11.0,15.0
2021-05-14,Balloon Race,,
2021-05-14,Camp Bus,,
2021-05-14,Carrusel de California,,
2021-05-14,Charlie Brown's Kite Flyer,,
2021-05-14,Dragon Swing,,
2021-05-14,Hat Dance,,
2021-05-14,High Sierra Ferris Wheel,,
2021-05-14,La Revolucion,,
2021-05-14,Linus Launcher,,
2021-05-14,Los Voladores,,
2021-05-14,Pig Pen's Mud Buggies,,
2021-05-14,Rapid River Run,,
2021-05-14,Rocky Mountain Trucking Company,,
2021-05-14,Sky Cabin,,
2021-05-14,Surfside Gliders,,
2021-05-14,Timberline Twister,,
2021-05-14,Woodstock's Airmail,,
2021-05-14,Pacific Scrambler,,
